puu_id,region,server,range,league_points,wins,losses,winrate_%,matches_month
glQdn3QepdMa8xebeX2BXZ6Wxt7yi_nggDnuvN7oqZTrewmKfDkNIM6EJQYv6oREB1_KGX-rBjhMRA,europe,EUW1,MASTER,970,601,607,49.75,1208
eL43oqVYHoB09eBieUkY-HoPqCTSWKFN5JuF2i_a9DK-dd6iE2V_9ApTPyJ65E-gnA6FQI8KeMTKyg,europe,EUW1,MASTER,964,551,513,51.79,1064
gATaeDEQziclVO32TAmYTiQOqzaM9EmYML3BJqZ8_2nbcjGbjhZ0SeV2H0YBcMSJTVExlGnybUvRRA,europe,EUW1,MASTER,964,544,507,51.76,1051
RLto3IsXvtCzad4NmLhBLDMS4n7EbsMJcn5pOAk86WhRYOpXr-OiA-LoSc_ej1U5DXbbbQ1qHYTWiw,europe,EUW1,MASTER,962,541,523,50.85,1064
FFfL78NsW75tdugHLvwNCZlu8zhmwNrW3kGKGNeHtH2cEHqW4FcFncHrECIow_HpBmEyiPCmum-Q4A,europe,EUW1,MASTER,957,636,601,51.41,1237
X1q2wQt40FXW0QhdV9Ge3gtjnBXlU1YFxektk6cXjcN3ewkySilBVDPl70JVYZKdw_PhF28u62Zr9g,europe,EUW1,MASTER,953,502,505,49.85,1007
qXYQcfggqFA8tFa0bVzO9MMgblYKgzSEMB6vGAa5APrztE6ofQXJRJXQ8BqPCPkcsSZBUJNMvM9bOA,europe,EUW1,MASTER,952,541,518,51.09,1059
hdGYv1Z1L0XSFdkhtu8Sf_Kevufsmhh6HeeTzk46z56wv8iBpJOFSnFfytcFXdFGMRu7ui42l-RVbQ,europe,EUW1,MASTER,946,536,483,52.6,1019
WfY_leVVwRKkfFK59mRciVqOb8LpbX8Fo2OIW-6yYiA2CpiL3YfwgjE5Jzq9m6Jm8TOensMnErUZrQ,europe,EUW1,MASTER,944,619,567,52.19,1186
6kptEiOHbdeqjIRB2kw_3KK8d58LyJQc9TBCZiW4kWDtbBeqzxRhkbwgqDpOXVfdxW6zIHqAwjLQIw,europe,EUW1,MASTER,942,609,585,51.01,1194
SGZEDclF80NWaYcBDQWgTLH1HiVQ5d7VYl6XJZO6ID7u3dPA5EIJyqvUOR_HRe4ScpVO3QmdFxz-ng,europe,EUW1,MASTER,935,948,918,50.8,1866
MWq7-U64NZ0NDaATfHzecdDRsOmGzFG52cJlc7NTzrXU11jBNPCXEW0IwXQaT0BFvK3Wk91pFteJPQ,europe,EUW1,MASTER,935,701,704,49.89,1405
yfG4uwSm-uYXHQnoysgy_qxKlvoVoR2iB8XuzHY6fIzPoxkeCpPxRBotjJ4ecyFRX9YlNHLS2Uu7ZA,europe,EUW1,MASTER,926,572,534,51.72,1106
j0O2pBcwFy_cGaZW3TGSi9xDkYwZeQUADjWJv1Mbtccg-qtvx1O8ljy0a52XGdt1DWK_Bk1YYNb-Ng,europe,EUW1,MASTER,925,537,517,50.95,1054
07lXA678jZHuv3H1sUslVnDIv-JNgQn7WtyLL_r34aeMbDHf0F5h1zn3mK5bBP7Bd8rZdeNbCv2gvg,europe,EUW1,MASTER,923,587,554,51.45,1141
u6CuKD9x5whLih2WLjwE9FuQ7F0YEw9_qzjL0bk0Coce1uOBUCRtU4JkDY3aZKstXuBmWgSudDOGDw,europe,EUW1,MASTER,923,502,495,50.35,997
hpEoy7ib3K6O4DOBjypMH43OPFoMkqLgasHg0jeIOGZBlBKg_lEfPOIiRwjCaNNREk2VTPOH5GsADw,europe,EUW1,MASTER,913,607,585,50.92,1192
Rg_vFBLmVKH0MJwQTDY4JsN3t3IyJ5Bb9B-3-DessV0thknvu2Bp4bW7ZVgvlznWQeSMWjQuVTZBhA,europe,EUW1,MASTER,912,544,517,51.27,1061
Nn7aycPwrNd0RVxlhSBYCwHsaai3PA58xjDB--yWfGXQOfQje02lkjskLZguNi0fmQc1Cb2yd2UXAA,europe,EUW1,MASTER,904,517,512,50.24,1029
tboz7vrzMFAAcSpJb-hq-gprmwUAx1SELXhgOZX-02R20crvGpvvEyTcyAh_NOnuRehgD-sKm2Qacw,europe,EUW1,MASTER,903,743,732,50.37,1475
qUjdd4gNuRo_O4NrOoAtI0QLjegcKXn70GVemsr5-iLQw3F9Eh7riFz-_icN74RQh3pWeupkjDh_qQ,europe,EUW1,MASTER,899,511,456,52.84,967
2M1fxhNRbwao9a3RdrzFUur_lscC-Nj1q7DATa0PAm-rc112AGZ40X4-m2ejvmmLLpDySxGcbdWzxg,europe,EUW1,MASTER,897,514,498,50.79,1012
M3XojanMwHJw5hIMZ_06WGBLrX_X80qURK2sS9rArne7opg53mqzJ4C-rcINeOwho2x1ONPAU41tUg,europe,EUW1,MASTER,893,539,463,53.79,1002
qmJYFCNPcHYELE9mT1B6cc_7f8Qyfmvd9phPqH9ZLWr93FQndQPPz_QldJLT6ginbO86oXIGmIFgNg,europe,EUW1,MASTER,890,504,465,52.01,969
mTewGADSXL4KTC9Q8ZzIGJa9w08Ak0SDRu8Qab5_3RcrG3bQKMnpGbEwYQXSZjKwLWaVUUX69uaVXg,europe,EUW1,MASTER,880,555,545,50.45,1100
iJyrroGywg-VY-Nw1bF-tn2KfbGrt9V3zuTO0ci4n1-ZU2y1BKrcVQXJbxB9w3rjL4RcgkUJQGxrEw,europe,EUW1,MASTER,873,555,500,52.61,1055
gmeL7X-BBfrDBBBUhDX7h-xgAZRR7Db1uicWc57GlLm4JKa52nTGxYvIuJzsh5mMFZgeir56nNoCTg,europe,EUW1,MASTER,872,540,543,49.86,1083
0Ej_ookRqJJ7NS-X1jAq1axCMQgqXZ5v2bwE8bpFZX0r4IueAjGaBIn7akCWtIB6jScY2-g0ThiSSg,europe,EUW1,MASTER,869,599,562,51.59,1161
rUX2m3g_LZPvaL7z7dFtsRAQ7BKUrzo4dumUs_bM-7ZVUy6VBb_jnl-Fn7pCc4t_6IZBgbfHQchO1Q,europe,EUW1,MASTER,869,557,473,54.08,1030
L1BSQTLmlaLCRH6hsrQAjssIpy6F71K7zHflWyA8r9mmHVuhykETQ2ttNAfXaVb91iLrSV3W4cEMNg,europe,EUW1,MASTER,867,581,556,51.1,1137
9sXMkKJmg8T3D_XMRIns7IIp-6NcuOaQgNaDXfu0K64pqmAmkXHqJrrgGRLs8AvOU1OpGFwczxOtMw,europe,EUW1,MASTER,862,615,587,51.16,1202
cFul7FqWIFGsXGfmPz_tWQzYh2UTFfRR2jgX3SSVc4gK1uhfVknGBIonj5bXUrubhGKgKu-F35v9eg,europe,EUW1,MASTER,862,535,482,52.61,1017
9JWhZeGBv0ltnoiN6asPvE9VuHpmo32Ucq1tC2_zXEMZ76oBrOHYMFEhliPOgOdzqe46SAMkXQ2-yQ,europe,EUW1,MASTER,860,748,737,50.37,1485
LgTEP_zEcIUCdWfzxJYv3ZhwyZS7NgullAuH-hwKMOhaWhBHphrfK2SuBR04lsdA1fpCkE-ftGE9RQ,europe,EUW1,MASTER,853,545,536,50.42,1081
vWe52EzXaSnhl8CsXii9j0Ef8P4MtnULNXQ6ICcJ4sqn5CIKzcxz7Zx1iEzGvOwA4JU9N4S1zYEEFA,europe,EUW1,MASTER,851,567,543,51.08,1110
0dg8-I8CIxHGemfFNt5ztZw_zGEHPlj-sSiYrnWmRNtNMKpxH2wumGiEQyRPIcSnkL3mK7P1WeVdYw,europe,EUW1,MASTER,848,530,501,51.41,1031
mutpBDk3nhUeBL6jFVmgXyuAXfE5Cq23kiWu0xNvckJO6hYOYxGc1enO8AuL1POcb4MBnvihh2o9yg,europe,EUW1,MASTER,844,729,705,50.84,1434
yMF8Msr-jIvh5k_7Jw2XDZXB62on8yrB_Xss3lbm7511O5Twnqc8QRdWqaF0yg8XI8_6avkvQqUQaw,europe,EUW1,MASTER,842,617,625,49.68,1242
8fjblPsboMTjmmT7SiBjRlCxfSeDvlfL3iSXexI0CzPingkg8Z8GuMTH5lMYeaS30J-uyBlll5Mixw,europe,EUW1,MASTER,839,523,487,51.78,1010
uJpXNa_Szfw4cNq3HR8f2jNUBnaPr9W8A6mBbTKuC9ybFr3g9LvcMfjpLiswCgilUuiA8wxYEskinQ,europe,EUW1,MASTER,825,509,474,51.78,983
_uQGg-0ZiOaCKxdmlzOe4s4P39rbQKaZDgBrRQ73_TPL9tUG3m_pMAZIu8u4TsBkKnGCHDR9r3CHHw,europe,EUW1,MASTER,820,549,553,49.82,1102
fFgV7CE47VPQUkz_a6suFqBvmGlvrN1WeL4kqmsHRGt9LYFjvSs7jmTeDmkvsAuaWGo2oQg8ySUB6A,europe,EUW1,MASTER,811,658,627,51.21,1285
PqAx6xwVLglHKUUjjmX7EJ3hzurKSAMFsnq1S3c8joNTz6H_k2bD9cUSbIldFQiquMNShgJrgewHkA,europe,EUW1,MASTER,809,538,494,52.13,1032
6SV4hQ2fjOEblZKuV6Mh5NeA8cEx-d_NN5GB9vMKx0HZynW_Pa7kcUPZYn58lbVXCJg2TolPJU6i3A,europe,EUW1,MASTER,800,596,543,52.33,1139
lSeo5ZgbfbZDlc9KoTdbIVq5PN-AOXEX2D1IfMw0ze3PPk2WgEKy4OJbYBeE8S3KKIGtQE_WjaZrdQ,europe,EUW1,MASTER,799,510,473,51.88,983
eCxl6zou3Son19arYa1-owD5u97Q_IWMeiUqk-m1k4AZOnuj4yCdHAx7CSzpEYlAjDmVDSAoghq6zA,europe,EUW1,MASTER,798,561,570,49.6,1131
DqjuBAu9UTIO4EEOgh_i4pUzmxUS439YG1bEL94pd5MWj3OiBzMvgYMyK5rPI9KpoNT8c5sn-HIE0g,europe,EUW1,MASTER,798,537,524,50.61,1061
PS_G_HZCM6nM7AOA5MlH23NoHomrAITXyX8aBLJiFMMWsB2nkx9sZYKQD0TtEl0_n_Xi8XLmQUeDDA,europe,EUW1,MASTER,793,757,748,50.3,1505
fQ0YknVBgMrLKZ85I_hcOrk92xWSth-v7vrP00Q-trIiRoLC7dsyBMtKGL41DbQO0eN_mXfWG7E7_Q,europe,EUW1,MASTER,790,596,606,49.58,1202
1VXBWWpGYBsl3kxlUpHYpt1LDQui3QZ5xvKteMtnoDyLXlW9DO7npV_xdaQ7N6lky8q_93vpqqAwLg,europe,EUW1,MASTER,783,751,712,51.33,1463
7b_6DqgCove0-qg7zQWBAMZx4hZbZyQ6lcrls6JaDP_KZohjjVSjtFvl7MLVHocrcYO0RY4cDshP3w,europe,EUW1,MASTER,783,530,492,51.86,1022
UipFpX_8ibhfWAKmg4DsY5wi5Q4XeDNZRhgskIUJh-DbESjbM0E0abgkOYmK_27-SIKJ2DB_YSg9lA,europe,EUW1,MASTER,782,635,638,49.88,1273
h_cHxbHk0qb82XoLg0Uom7peI8_kmVFcVRw-1g9FSyXtE1uh7KkC47XXEAV-bvs7vdeVST5NqdSb6Q,europe,EUW1,MASTER,782,564,573,49.6,1137
9azoIf6A9TFHcr9O_LZp44O1-2aDle-sMX_PYDAeRDUcOYigE5aEwWZOG6p4ATXhod7qvyIH9S_dqA,europe,EUW1,MASTER,782,519,470,52.48,989
ZCm3A_8G-7PcPPDz-VW2ylPwYFPReiyIUxOnB7TLhakfUKZw0R45FFfbp-16A2V7ct_oKzcNDrvJMw,europe,EUW1,MASTER,780,559,517,51.95,1076
lnb_vb6G5apd6iVKxzGvav_CK8WGLCMTr7soFuZg9uikqL2d_peI7HyxciOzTvNv_JPrvY0FTMWMBQ,europe,EUW1,MASTER,779,940,938,50.05,1878
L1s8JnahxPktrTAaU8M-HxBqG5Vyhw8TzLZ60KEwekPmv5YqqwsYqUBpErjeT7tmIxMmk4sKgo0Muw,europe,EUW1,MASTER,778,633,594,51.59,1227
MFr2HavR0_sGF0cZa5pKu4yQ96soSPdUJCoNNheNIpVgPH-96_vF31noLV4r6Le_YoJIHqJF7aHxlw,europe,EUW1,MASTER,775,514,508,50.29,1022
SAx-4yGRbl0wVf3rK3Cry3ADCN89GZCXp-xqr9LTh_Nuo1kfxZKK2nSby1c4550LAPeGQV0etxd4eA,europe,EUW1,MASTER,764,510,482,51.41,992
U5vhJaMLzB72M7-HvWIzrBgpMAtmAbtGEutkSsvGNV9RTO7ipMb17gjY8F3lTdl34zXMyppBKekKIw,europe,EUW1,MASTER,755,548,547,50.05,1095
WolEvyULBLIhU65JE--sQnewMlu1m9Lbsjn01wgcSB9MYeNTuh_3D7KYOLv8GWlbB2HwBGhdChgDSA,europe,EUW1,MASTER,744,518,489,51.44,1007
mUtTIJF70SiMBwvpyi-Bfk3FK_eXXFZqh_KifEyyGDhgqSRquXCp2ebbILwkKjD7UkCrZs2NpCb5sw,europe,EUW1,MASTER,739,672,639,51.26,1311
MyhlrTEb1vVTSMSdw5NSgmFv7_9ZWQWxVi8mRBw3SsszzJH_hPztDuiJ8EH_akUM9cVR-L7m6cOqJQ,europe,EUW1,MASTER,739,515,502,50.64,1017
pM1lH1X9Klnra6X7TjKQyC4-ssmLZv0o7o5r52aTHPbWyXRk2YoVZs2Hnrfzej1kpVONYEswDUfJKw,europe,EUW1,MASTER,736,554,537,50.78,1091
uF5IU34q712WEBqphmTr8yV89GOkdxgqFqhqGRw96mjMOf8ekJ4RbuBSTaIungIYe51bGYwIiTc83Q,europe,EUW1,MASTER,735,516,505,50.54,1021
mhIZCcYKvBmqQ--evzmzass_VHmU-Rxpr51HubRhVdlFfA2S2vQPAsvkYkmnI2xtY6QoGZZ08DkMeQ,europe,EUW1,MASTER,733,582,578,50.17,1160
kddSRCCq1M7gCl3WJeCY2sK8lyhZP-73Pp81w1tbLbcKecBYj2Dx_BX4-tst2a4orqUVxifSYUCfaA,europe,EUW1,MASTER,731,656,657,49.96,1313
S4Ze4qDzPZlIPWi1Y2Lk5cvS9h4jwa_XR-Dpb8HIUuVclPMgnOMb5WTq9YFNybVVFcSft2eWSIBg1A,europe,EUW1,MASTER,730,503,503,50.0,1006
092UmrpBIGpn2CgJWbsI43-REiVSt9crEOs1FG8UuE09WyRuduZkVAdgIhbT6nJdwPudISUmnp7iuw,europe,EUW1,MASTER,718,533,510,51.1,1043
yZcvGWmut_Bv74KWaKlJrjZ6uDogfXLmx-Ld7DKLbIfMH5WSjDq5hOBRgJ5vEoaCvrkC5XtGK-GEuA,europe,EUW1,MASTER,717,543,513,51.42,1056
c6jflOS0goLzLqy5cvAWeleins00Tl1dS7VizmpIfEubcgoHo-cfI-DLXRlVvG65tU2lypZaGbmiSw,europe,EUW1,MASTER,716,621,631,49.6,1252
y1tN_9V77eXSuikASKfgVQ_svfd0sVbtkppNDfbWtAmgYsj3raLg0-deFiHFt6Wj4gHG8uKgyCkVxw,europe,EUW1,MASTER,705,541,517,51.13,1058
8eaHcxp-MTH6_EV5r1ZLs4doQjr-LR9h0gpwzzsK_f8iFqS1lSMbXdPSkDyIx6W7YquIGubEaHGK_A,europe,EUW1,MASTER,703,663,641,50.84,1304
2RxLdZa0dzfM_ap9yQW9HHPJdNdQxcbbePOYOw41LH-A-SHBUBD-QauG1ynjeLLHys3aygtAAdH2eg,europe,EUW1,MASTER,695,652,617,51.38,1269
iCYp2Q6p0mAebRrQJFfb3x4fo-r8YHH4QJvbC7cKxnp2Qt75O7XywuWPZsljqB7QPRxUec00nK3zuA,europe,EUW1,MASTER,695,568,527,51.87,1095
Ba_pkBll4ZtaFB6ljtqOpOq_VV_BHiVGdALqJRfM8JzPBvUmj_W8de-1PgeKA-MG36y6XdPjVbcKaQ,europe,EUW1,MASTER,689,520,498,51.08,1018
YlKjdJviDOjhzXiz8DTy7k8dWjsMEFDjjDCxf4fUmjiscgjhLBsAvLN5WBcrnnpUHsPOyIL8Ct1rhg,europe,EUW1,MASTER,688,755,746,50.3,1501
PfATuMJG5k03qLdneqDrIydq1L9SOPIyFriXZKnqIl-5uRLBnqntIbD6ak4poB247rSypGQtFzHIQA,europe,EUW1,MASTER,687,564,557,50.31,1121
tT2vRw-w5_hRUNrNjf4t82gbiaunNvYf375ZyBgPQBDDrCkptHIqFE2xdWL9tIqVt9w_q1w2fiQJFA,europe,EUW1,MASTER,686,501,445,52.96,946
dHluWgU5z6iHoP14gXQYOCFYMc92rVe646hVyyrNdqDIf8_JXoOwigETROMK-YbKWl-xR59MxOms7g,europe,EUW1,MASTER,681,529,517,50.57,1046
BM0FD_lTpD3zYNd52SoeamAfoKHqhIwpuPM1WbTM_ChuR9bDp2wSarqh7UlpNlaaEzSWyidNqWRIvA,europe,EUW1,MASTER,675,545,548,49.86,1093
z1iEqXk4G1aN4iDCj1rv7FrGzYHa68YzLWxGavXzHvmQEwsQNcFfVgIRKX9T8bz6G0uzYzGp9PKsGA,europe,EUW1,MASTER,673,936,916,50.54,1852
k5ms2UlJwxVNxtr9aJI4vhLf_udTlL1O94qKNDXIVSBqTqfMAgKFlCDVhm1tWgOLIf39HAVSgGsRrQ,europe,EUW1,MASTER,670,777,779,49.94,1556
gH6LvvQM2eHRiW2Xgqam4V_AfJL1rcOez5AAhvec6yVXgC_DNm6-SQrdKOk8P1JldHcw8XRwA8JUnA,europe,EUW1,MASTER,659,548,528,50.93,1076
djad6R0QRMm-pTbPvW_rSy9A6FkDE9goFhARMuJlbJdEHyLyeEtC0wHybeYuuadUyB76s1k0M_aZ2Q,europe,EUW1,MASTER,653,607,585,50.92,1192
Xz7t5aLR9QPH22NpGKhvbBiYEfd3A2-uhTo7drBt5LSgbY-3F-cvI2DXNzIF4JpCVA-rr0ak9MpiNQ,europe,EUW1,MASTER,653,548,574,48.84,1122
Xy7RX5navqIQcWnRbIEUFGDFjjMd81mic3gW9WF_HBBx_iR72k8vzyb7zIRx9sgRXqqVxLdhh8lfmA,europe,EUW1,MASTER,648,583,565,50.78,1148
0s-Egoz0PxiGlWDVD55Tl2ODH0oGCzfzT--1NcpPrUD_IliKlIp2mmwbUZuE0dhIa4Fv9tXMazP2dg,europe,EUW1,MASTER,646,558,538,50.91,1096
6qzAFLP-Z_ht8iO_VA2f6Z0lOkm-Y-OZ6GVl1HrNES6Diq_X5NeMcfboid-cnblFgiUDEhP9XPufpA,europe,EUW1,MASTER,641,522,496,51.28,1018
NgGRF2Xh01Q3qVg3YYHff5Se2QOnRhKV3uixv4kAH6Ut8Cxp-pNVIofzf-XOphg453VrIpkobfBQ8w,europe,EUW1,MASTER,635,604,568,51.54,1172
C5Ndhd7RW94o18CTjSp_HjmzPNGPup0kqB460hC_X8w29lBEOS8l8-Oi6o8mk_MJYQiNeFeRVVIdig,europe,EUW1,MASTER,632,845,744,53.18,1589
y82axkOE2gGMVg9Om6wIJz7PUg8SiuVECyvCsanaFia9KCJm6XBCexiagbjlIAHOHOK9ZQWy70utgA,europe,EUW1,MASTER,628,662,633,51.12,1295
93PPc3bqnjgAgs5tx6Taqbd5VW8dYWcS3ZpOGaodC9K7XdSyLHi8HdfTRrfOutZ2IFb8FSmD4uPqlA,europe,EUW1,MASTER,621,539,538,50.05,1077
rRhQud2vgZKaexnZGLLBl4QnSFtTL2cx8V9g-qlfkiVAWQYquBUh4AKzabaB9ci-PneIxUlo9GY2Sw,europe,EUW1,MASTER,620,506,524,49.13,1030
mgv63vnmrynu9Ph97bH3SZesSG6cu3IQfFrBQlo38wpsM2Dz3yv8ppeQhtGc1Y43WVdY9wVX3EB-ww,europe,EUW1,MASTER,619,532,516,50.76,1048
lYHi00TfI2Ch4tgIJjwby7zgSHk4L4ZJnB_pH6Z97rNqfP5k9W27DhkfXr46pUUwDgF-_eAjYK_HvQ,europe,EUW1,MASTER,616,600,610,49.59,1210
ICGBIB6dsSHr1DgLL2I_-0sZ90YMSIDKN4Kg61zEIIbyv-Er-mEh8bag8QoXewiN7xesBRoFk3opAA,europe,EUW1,MASTER,616,504,485,50.96,989
8ZXU608ldHIevMTsh3AqAixpfNnYL-qNTp3RupIlUolhUMEhxkFTarfRspxyUXiVxnFjZ5MNsOqvWA,europe,EUW1,MASTER,615,700,698,50.07,1398
sEZPxUhiVrOtAbex65hwzw4j_6N1KUW9cBfbgVGNchR6PBSezIM9Fb6BEew3rbsTTx-2RS522znaJg,europe,EUW1,MASTER,615,522,511,50.53,1033
S-C8KrTV8_74SvxSDFYlJdGZPkC50Furx3OqSnNAdRrU6VzHqK64c5VcWdkXnsQvHkehQI0FwceNYw,europe,EUW1,MASTER,614,568,561,50.31,1129
1qdn3GkvyTOOSmXnVXhyWtmM8AMiEc5pGTEBANXhN25FyflW8hIixnEF8ZIvCi_3vX-gF4EFDaFrwg,europe,EUW1,MASTER,609,501,503,49.9,1004
01idg-CAxp8oyIWraYxdXSTQC3tcF4oaQrIP0R2sVNbrHGVBOJQT3VZYBCApm7ofzg6S-FU-NLLDWg,europe,EUW1,MASTER,608,839,827,50.36,1666
AGIiKzVOC5v7bZx1Wl2wmvaso7sJCcWYEYUBNzHsr3v2w-8zcHvVGaNFnxyqiXUVvz1SCpf2w7x3AQ,europe,EUW1,MASTER,604,507,513,49.71,1020
1UPdvRkzQnXwMZvUMBMirKoHo7toYTLE4v8_Po-YTvEX15hB-t2eDcQhXD1zMYoe_231EMxzjXCjxQ,europe,EUW1,MASTER,598,543,550,49.68,1093
bSwZz47-mRDze1FOORD_Cxx9tLh4wVtXiCbnZsGKB5vmgfhWljc-RmgcVvhd3fKQLk9agIdoZNTYvA,europe,EUW1,MASTER,595,512,515,49.85,1027
gPGwvZkUk3dH8zyPH16y2B5JNAIyp6gG0N_ClXcM7vrCv1HDx5cr8VTK-hR7ZEEqKcs_xG0ir5hsQA,europe,EUW1,MASTER,594,650,625,50.98,1275
joEJI8fhRyWf6ejuGn8mZxmEdWcbJAAYq_a3lZo8Ii5yyFyJJohNG_g3cDdJkoxfafRYcGS17E7gnw,europe,EUW1,MASTER,590,695,700,49.82,1395
ymYTesYqhPomB3FzcEJLJzZErXDXd5ZgacmdphDwQOkEMTUBsuvqS9bl67jLvbolNuqF39QB-bjVOg,europe,EUW1,MASTER,582,715,716,49.97,1431
sSqV7sqG4rpbWlpbieN55w6255JoSKWx-hgZZWrl68FnG7RTH9feuEt1zGe4ZvLHRN2LPh5yd63DIg,europe,EUW1,MASTER,582,530,531,49.95,1061
Ctn6ZPmUBIIpGco6DkCqEuiy6zhu0--gC9jT2GQweFDw2yj6S3keWN1hX-N_IxBkR-9mGvgNxZfzZQ,europe,EUW1,MASTER,581,508,512,49.8,1020
lFeF8Ilvmfl0W4vwi80zFmpHCswikb1066rHcYhBe7COgsQGMtFDjc0CI9b9wTYK7e-L_F1QuRz7XA,europe,EUW1,MASTER,580,650,647,50.12,1297
aSVwJgoU_qc0WYrlTNfGVxrwSqd_jhrFEFCNvNtv8QOvxMZdSzKdjm5Ng-9FKG48JmlzyC2NeZfuyw,europe,EUW1,MASTER,575,695,667,51.03,1362
9oWGDawHwMosZqeDNEyMhbBhdTekTbJ19t-bzDqxPxwHrMahmmONvnbt-3ejOBrv_XQU9nd3msw6QA,europe,EUW1,MASTER,571,535,497,51.84,1032
hm4cv5xvTMYtxNumf3Xzwna0EMSW8NxTf4WNm2dt0-0NTBJrpPZXt6ZN1usPpEfJXi6TY0ejrjpIgg,europe,EUW1,MASTER,568,531,517,50.67,1048
X0niW9SCI_kvC2Jj0fbtC6vqa5m1G_6oNjaY31_anl-iLat0lYJecdOPTnaHQOWIklBRVEQjc9m8CA,europe,EUW1,MASTER,562,534,516,50.86,1050
m9P2ZyKd-46yH2nf8hC2ftT3IkC2yjIWOKQb6V9wETy0XFVV0JyQ5H5BVIHKuiihZaY2AdbDL_Q8PQ,europe,EUW1,MASTER,560,503,468,51.8,971
xFY1SRrx0RJpe6uccE6de0NXPjyTzRaC6Y6go9-3jD4u85604ovykPYy_ScJuu00gOQxKP1hba0LVA,europe,EUW1,MASTER,557,533,542,49.58,1075
dl9CLyIgwHd0HFAZ3F1mxZRhhCV3FavJDipZZhgIWdfSTBz-XczZGGBcKDH7vbUTUSq5Lio7oS5elw,europe,EUW1,MASTER,554,537,521,50.76,1058
IreKmTWnbzQBk0fZDmBGPsD9uDqzuWHvFLbKvZSaaac94349n25fdzi9D9ZVe2ZXoIymsA27sBKYVw,europe,EUW1,MASTER,553,747,733,50.47,1480
DObSHdwQy9wg_M8BYoht6FjfAr8irXUlxP40QKSeHaTN6G2j2VSwoxQ_E7vOnawP-T4Yk3DLpEXzMQ,europe,EUW1,MASTER,550,750,784,48.89,1534
cAN7lXvtCECqv9Af1P0BCR2x1zkEGfKQUL86ta6hVoB7t9bY4AU1v9ALBUbN3v_mMDOejQjRr84e5A,europe,EUW1,MASTER,549,667,671,49.85,1338
uQ0T90ZA8pbjjTeDXLtVY05wKvS22u45syN-r7Grlh5Wk2VE0xdSnxvFJ1dmw-wjtLQC5cEQ_1l4KQ,europe,EUW1,MASTER,547,583,592,49.62,1175
-CEXDeU2Fb-25Idr2988idTjHoTfzT2TJL9fUzP2lXnuXGb5jXP_2kViMdBNwkJeDEhAsx54qdL4pg,europe,EUW1,MASTER,547,542,524,50.84,1066
Vx0wJxm0CS4Cdmob1WZG9OkbVWl2mTJaTE9Yy8ox-zV0FJAyk-7PqahRO2qUZ4zOfwIprBV1puHxeQ,europe,EUW1,MASTER,545,537,518,50.9,1055
w7N8ULFJeD3LWUyIbgwwqYKQRDmUzhmhgFxzLL9tGBp37WpmWjBm4-DunVKuQGOehlCM9slX_vNZLg,europe,EUW1,MASTER,536,613,615,49.92,1228
mk234QgvOYsOQe5cQ05wPszoO5eQKuzo6H9pVWmLrV05ZqFTh_2vRrw1oInoeQvGcSaKOB_x4g1KIg,europe,EUW1,MASTER,535,552,501,52.42,1053
uTp-ApWlBLIiwqtw9vqKvOFbwjKS6DZ_J4KZlPkV2XhWhptNi9jOk_HN1Ii5Bkoz_gV95GtVBbHwpg,europe,EUW1,MASTER,534,630,620,50.4,1250
r-a9PqmpWGbDiFbkLRQY6zGlCZUP-kA6CpL5BYoCu4nNwaEIlRpCUEXjq4rqUadUdgGkgrmQJ11zLQ,europe,EUW1,MASTER,533,594,599,49.79,1193
t7ETrJQLUABT371qUWKYoWQdL5edKSzi8FGmJKnB_b7fTRKIYxV5bHBJcZIZpDjNxiIF8aoJ_ey-3A,europe,EUW1,MASTER,528,546,532,50.65,1078
9OsdTSCPVrnhL0QgXh8CvSSeW5K2IeJW_j-M7KOIEMQl3bxT8UIHc-9NWChjkf32TXCLh_df7Vhcuw,europe,EUW1,MASTER,527,634,616,50.72,1250
l75ItFEUYAlPiZm_Be75iFAdzL7GRoWZ6mVUU1eCk5wNNTyStQ2QfDmxHr1F4naQWaqT59XgLdE4QQ,europe,EUW1,MASTER,526,506,465,52.11,971
YHGB0ACpe2eBnGFGkNIWHVp6p2R1iKBg4tU4gV74m67HE-m0V5nFNKciEzHkmiGluxytZnYzo7A49A,europe,EUW1,MASTER,523,512,500,50.59,1012
s2832jkxCyjWVJSPDNA9beQW9Pwk-OmXE3d8MrDrdxvAlW3E50_hpGkOeELZZt1ScH-PcqCD4_YvmA,europe,EUW1,MASTER,522,633,626,50.28,1259
NRrjMpeYv0OoVHYEAYu53Ua5s4OEyEUMS_CUqo85FZTeFkn-eVoNP9Y8rGuim2bb_ZxhN9djiPqDEg,europe,EUW1,MASTER,514,539,536,50.14,1075
fXfxoExrMBFmLc3aCb0gBKKLcriI-Be3XYyFQt1AF-10gWBxmqwMNYBSknf73IIB2yYG5N_EwqDy7A,europe,EUW1,MASTER,511,548,559,49.5,1107
_eCieCnZqJX9E6ykIkPT8oc-H8dDjDHvL65Q0rxuxaHrIjZmpigXGX0sYR1F2O_73xaLu8jRYDEUvA,europe,EUW1,MASTER,509,726,733,49.76,1459
Nk5bZh0fcAnB_YDCj4h7pfNWCimQ_zUb40GPAFkdPEXIG6Yxs-fXvz4LsBairf41X4ktuaBwPZim5Q,europe,EUW1,MASTER,506,548,555,49.68,1103
